geo_type;region;date;driving;walking;transit
city;Cologne;31.01.2020;11.24;45.93;5.17
city;Cologne;01.02.2020;7.3;72.31;20.26
city;Cologne;02.02.2020;-12.88;-5.75;-0.79
city;Cologne;03.02.2020;-4.77;2.37;0.61
city;Cologne;04.02.2020;0.15;2.56;-0.85
city;Cologne;05.02.2020;-0.96;3.49;-5.99
city;Cologne;06.02.2020;-4.43;4.1;-9.72
city;Cologne;07.02.2020;9.98;37.61;10.31
city;Cologne;08.02.2020;1.28;70.42;11.01
city;Cologne;09.02.2020;-26.4;-35.21;-20.93
city;Cologne;10.02.2020;-7.43;-18.05;-3.09
city;Cologne;11.02.2020;15.29;14.59;5.93
city;Cologne;12.02.2020;1.75;13.9;-1.96
city;Cologne;13.02.2020;1.67;8.01;-4.47
city;Cologne;14.02.2020;13.33;51.66;9.2
city;Cologne;15.02.2020;9.35;96.31;18.54
city;Cologne;16.02.2020;-13.22;-5.51;15.21
city;Cologne;17.02.2020;-0.56;5.2;92.64
city;Cologne;18.02.2020;2.53;9.18;74.48
city;Cologne;19.02.2020;6.05;19.55;67.24
city;Cologne;20.02.2020;13.31;150.47;170.13
city;Cologne;21.02.2020;8.61;72.59;126.22
city;Cologne;22.02.2020;9.73;132.53;191.59
city;Cologne;23.02.2020;-17.47;19.51;110.04
city;Cologne;24.02.2020;-9.73;98.7;113.28
city;Cologne;25.02.2020;-9.32;-1.7;51.77
city;Cologne;26.02.2020;-11.9;-16.4;37.17
city;Cologne;27.02.2020;-5.91;-12.37;39.12
city;Cologne;28.02.2020;-2.58;15.04;69.05
city;Cologne;29.02.2020;-4;49.74;69.81
city;Cologne;01.03.2020;-20.34;-20;40.18
city;Cologne;02.03.2020;-2.83;-15.86;42.89
city;Cologne;03.03.2020;3.64;-7.47;36.88
city;Cologne;04.03.2020;0.38;0.08;48.7
city;Cologne;05.03.2020;7.35;5.37;57.99
city;Cologne;06.03.2020;0.63;21.62;58.95
city;Cologne;07.03.2020;-2.52;55.9;66.92
city;Cologne;08.03.2020;-19.8;-20.89;32.82
city;Cologne;09.03.2020;-14.71;-11.89;41.02
city;Cologne;10.03.2020;-14;-21.42;25.43
city;Cologne;11.03.2020;-14.45;-20.17;18.74
city;Cologne;12.03.2020;-12.46;-19.78;7.15
city;Cologne;13.03.2020;-23.16;-11.83;3.62
city;Cologne;14.03.2020;-29.49;-3.48;-3.47
city;Cologne;15.03.2020;-45.36;-48.19;-26.54
city;Cologne;16.03.2020;-42.71;-45.65;-35.85
city;Cologne;17.03.2020;-48.84;-54.22;-47.27
city;Cologne;18.03.2020;-54.28;-59.9;-55.59
city;Cologne;19.03.2020;-58.01;-64.22;-61.58
city;Cologne;20.03.2020;-62.82;-73.46;-68.44
city;Cologne;21.03.2020;-70.14;-74.92;-74.07
city;Cologne;22.03.2020;-70.17;-72.87;-71.18
city;Cologne;23.03.2020;-62.77;-72.44;-68.79
city;Cologne;24.03.2020;-64.51;-71.08;-67.74
city;Cologne;25.03.2020;-64.84;-71.05;-66.04
city;Cologne;26.03.2020;-62.13;-67.65;-64.55
city;Cologne;27.03.2020;-60.45;-65;-67.5
city;Cologne;28.03.2020;-64.64;-65.52;-68.55
city;Cologne;29.03.2020;-70.32;-79.3;-66.72
city;Cologne;30.03.2020;-59.54;-69.91;-63.53
city;Cologne;31.03.2020;-58.1;-66.81;-61.26
city;Cologne;01.04.2020;-56.08;-65.62;-64.44
city;Cologne;02.04.2020;-57.96;-65.78;-64.67
city;Cologne;03.04.2020;-60.54;-69.33;-63.74
city;Cologne;04.04.2020;-61.82;-60.91;-67.97
city;Cologne;05.04.2020;-58.56;-56.88;-60
city;Cologne;06.04.2020;-54.61;-59.13;-60.44
city;Cologne;07.04.2020;-54.19;-57.95;-56.96
city;Cologne;08.04.2020;-52.11;-55.68;-59.27
city;Cologne;09.04.2020;-52.92;-56.5;-63.12
city;Cologne;10.04.2020;-60.34;-55.13;-59.97
city;Cologne;11.04.2020;-59.92;-60.19;-66.16
city;Cologne;12.04.2020;-65.8;-63.08;-61.9
city;Cologne;13.04.2020;-62.47;-67.72;-60.47
city;Cologne;14.04.2020;-52.91;-64.29;-54.1
city;Cologne;15.04.2020;-50.66;-56.75;-55.56
city;Copenhagen;13.01.2020;0;0;0
city;Copenhagen;14.01.2020;3.18;-0.52;-1.97
city;Copenhagen;15.01.2020;6.19;6.96;-3.46
city;Copenhagen;16.01.2020;4.64;9.75;0.9
city;Copenhagen;17.01.2020;9.86;37.76;13.79
city;Copenhagen;18.01.2020;1.87;33.13;12.37
city;Copenhagen;19.01.2020;-4.52;-2.22;-1.07
city;Copenhagen;20.01.2020;2.31;1.47;-4.73
city;Copenhagen;21.01.2020;3.86;3.68;-0.46
city;Copenhagen;22.01.2020;7.13;7.31;-2.28
city;Copenhagen;23.01.2020;8.26;8.24;3.23
city;Copenhagen;24.01.2020;11.26;39.59;17.48
city;Copenhagen;25.01.2020;1.22;40.83;11.78
city;Copenhagen;26.01.2020;-8.07;-10.13;-3.6
city;Copenhagen;27.01.2020;0.73;-2.94;-1.3
city;Copenhagen;28.01.2020;4.96;9.2;5.47
city;Copenhagen;29.01.2020;8.66;17.28;10.63
city;Copenhagen;30.01.2020;10.84;21.47;14.76
city;Copenhagen;31.01.2020;22.78;53.62;30.47
city;Copenhagen;01.02.2020;9.6;49.73;23.42
city;Copenhagen;02.02.2020;2.08;6.98;13.12
city;Copenhagen;03.02.2020;4.09;2.75;0.33
city;Copenhagen;04.02.2020;7.56;1.94;-0.72
city;Copenhagen;05.02.2020;8.46;10.84;7.37
city;Copenhagen;06.02.2020;6.39;11.03;0.99
city;Copenhagen;07.02.2020;9.67;37.06;15.03
city;Copenhagen;08.02.2020;-1.55;39.67;12.96
city;Copenhagen;09.02.2020;-15.02;-18.28;-1.64
city;Copenhagen;10.02.2020;-3.63;-2.21;-0.62
city;Copenhagen;11.02.2020;0.66;2.36;4.2
city;Copenhagen;12.02.2020;-0.24;1.22;-0.33
city;Copenhagen;13.02.2020;3.37;16.92;4.13
city;Copenhagen;14.02.2020;7.03;46.5;15.73
city;Copenhagen;15.02.2020;-3.52;33.19;13.95
city;Copenhagen;16.02.2020;-9.83;-15.42;3.07
city;Copenhagen;17.02.2020;-1.45;-2.68;3.72
city;Copenhagen;18.02.2020;5.26;9.14;10.98
city;Copenhagen;19.02.2020;9.11;22.81;16.16
city;Copenhagen;20.02.2020;15.36;32.64;28.27
city;Copenhagen;21.02.2020;15.29;59.19;35.34
city;Copenhagen;22.02.2020;2.34;32.96;29.72
city;Copenhagen;23.02.2020;-7.44;-9.88;1.71
city;Copenhagen;24.02.2020;1.26;-1.28;-1.13
city;Copenhagen;25.02.2020;11.61;-1.06;2.52
city;Copenhagen;26.02.2020;9.12;10.19;2.87
city;Copenhagen;27.02.2020;10.57;15.23;0.63
city;Copenhagen;28.02.2020;19.61;48.98;16.42
city;Copenhagen;29.02.2020;8.36;40.95;23.34
city;Copenhagen;01.03.2020;-1.02;-1.07;0.64
city;Copenhagen;02.03.2020;0.04;0.92;-4.94
city;Copenhagen;03.03.2020;3.74;2.5;-0.4
city;Copenhagen;04.03.2020;5.72;6.83;-0.93
city;Copenhagen;05.03.2020;6.88;13.29;1.96
city;Copenhagen;06.03.2020;11.67;40.58;14.55
city;Copenhagen;07.03.2020;4.69;47.21;11.45
city;Copenhagen;08.03.2020;-6.25;-7.98;-6.5
city;Copenhagen;09.03.2020;-3.4;-8.34;-9.42
city;Copenhagen;10.03.2020;-2.29;-10.03;-11.76
city;Copenhagen;11.03.2020;-10.87;-12.17;-23.43
city;Copenhagen;12.03.2020;-35.19;-48.12;-53.1
city;Copenhagen;13.03.2020;-38.58;-45.09;-59.94
city;Copenhagen;14.03.2020;-44.86;-40.83;-64.33
city;Copenhagen;15.03.2020;-51.73;-61.28;-71.73
city;Copenhagen;16.03.2020;-44.5;-56.62;-73.68
city;Copenhagen;17.03.2020;-46.72;-59.81;-76.75
city;Copenhagen;18.03.2020;-51;-63.68;-80.03
city;Copenhagen;19.03.2020;-47.18;-54.74;-76.26
city;Copenhagen;20.03.2020;-49;-57.42;-78.91
city;Copenhagen;21.03.2020;-53.87;-55.26;-80.48
city;Copenhagen;22.03.2020;-55.49;-63.35;-79.96
city;Copenhagen;23.03.2020;-49.43;-60.75;-80.92
city;Copenhagen;24.03.2020;-48.02;-59.57;-80.03
city;Copenhagen;25.03.2020;-46.49;-57.39;-80.25
city;Copenhagen;26.03.2020;-44.95;-55.2;-79.59
city;Copenhagen;27.03.2020;-42.65;-49.12;-79.37
city;Copenhagen;28.03.2020;-48.74;-50.64;-78.53
city;Copenhagen;29.03.2020;-50.96;-61.31;-80.01
city;Copenhagen;30.03.2020;-44.3;-58.33;-79.07
city;Copenhagen;31.03.2020;-37.6;-52.5;-77.72
city;Copenhagen;01.04.2020;-39.32;-57.04;-77.32
city;Copenhagen;02.04.2020;-39.54;-58.67;-76.17
city;Copenhagen;03.04.2020;-37.99;-54.16;-77.34
city;Copenhagen;04.04.2020;-42.37;-48.54;-74.67
city;Copenhagen;05.04.2020;-38.89;-46.7;-75.21
city;Copenhagen;06.04.2020;-30.48;-41.22;-73.94
city;Copenhagen;07.04.2020;-28.46;-39.22;-73.12
city;Copenhagen;08.04.2020;-27.27;-41.35;-74.49
city;Copenhagen;09.04.2020;-43.29;-47.72;-75.24
city;Copenhagen;10.04.2020;-43.42;-46.02;-75.13
city;Copenhagen;11.04.2020;-43.14;-48.68;-75.66
city;Copenhagen;12.04.2020;-44.4;-47.81;-74.87
city;Copenhagen;13.04.2020;-40.36;-53.97;-73.42
city;Copenhagen;14.04.2020;-31.82;-47.11;-73.11
city;Copenhagen;15.04.2020;-28.52;-42.72;-71.01
city;Dallas;13.01.2020;0;0;0
city;Dallas;14.01.2020;4.04;5.98;0.41
city;Dallas;15.01.2020;4.85;4.27;2.62
city;Dallas;16.01.2020;8.54;-2.78;-4.4
city;Dallas;17.01.2020;23.66;25.88;6.14
city;Dallas;18.01.2020;19.86;60.2;-0.5
city;Dallas;19.01.2020;-16.88;-0.18;-21.76
city;Dallas;20.01.2020;-0.05;5.52;-1.35
city;Dallas;21.01.2020;2.73;-0.36;4.63
city;Dallas;22.01.2020;-0.35;-7.62;-4.32
city;Dallas;23.01.2020;5.72;2.33;2.85
city;Dallas;24.01.2020;25.75;31.7;7.98
city;Dallas;25.01.2020;21.61;53.44;0.91
city;Dallas;26.01.2020;-19.43;-9.38;-26.77
city;Dallas;27.01.2020;0.21;-1.44;2.31
city;Dallas;28.01.2020;-0.61;-5.84;-1.85
city;Dallas;29.01.2020;-0.75;-6.64;-4.02
city;Dallas;30.01.2020;4.22;-4.91;-1.95
city;Dallas;31.01.2020;23.98;27.82;7.68
city;Dallas;01.02.2020;21.13;57.65;1.39
city;Dallas;02.02.2020;-18.94;-5.99;-21.39
city;Dallas;03.02.2020;0.08;-4.2;0.47
city;Dallas;04.02.2020;0.75;-5.47;-4.27
city;Dallas;05.02.2020;-12.19;-19.27;-14.07
city;Dallas;06.02.2020;5.59;-2.35;-1.54
city;Dallas;07.02.2020;23.65;27.4;8.18
city;Dallas;08.02.2020;22.34;62.01;0.43
city;Dallas;09.02.2020;-18.1;-13.02;-24.39
city;Dallas;10.02.2020;3.84;-10.15;1.35
city;Dallas;11.02.2020;3.98;-10.02;-5.9
city;Dallas;12.02.2020;8.14;-4.53;-1.76
city;Dallas;13.02.2020;16.81;12.28;3.99
city;Dallas;14.02.2020;43.42;59.24;14.08
city;Dallas;15.02.2020;26.79;76.33;2.23
city;Dallas;16.02.2020;-5.64;25.74;-13.45
city;Dallas;17.02.2020;6.2;15.99;5.27
city;Dallas;18.02.2020;7.09;-4.09;2.49
city;Dallas;19.02.2020;10.56;-6;1.15
city;Dallas;20.02.2020;12.15;7.09;2.61
city;Dallas;21.02.2020;33.82;43.97;13.77
city;Dallas;22.02.2020;32.23;71.81;2.22
city;Dallas;23.02.2020;-11.85;-4.92;-21.73
city;Dallas;24.02.2020;7.57;2.45;5.48
city;Dallas;25.02.2020;11.27;3.31;3.51
city;Dallas;26.02.2020;12.69;1.79;1.02
city;Dallas;27.02.2020;21.21;17.5;6.18
city;Dallas;28.02.2020;43.91;63.78;18.37
city;Dallas;29.02.2020;42.93;102.47;14.34
city;Dallas;01.03.2020;-3.39;23.66;-14.49
city;Dallas;02.03.2020;7.6;4.79;6.36
city;Dallas;03.03.2020;12.59;9.48;2.93
city;Dallas;04.03.2020;9.3;-2.29;-3.56
city;Dallas;05.03.2020;23.15;22.99;9.51
city;Dallas;06.03.2020;43.35;49.96;17.82
city;Dallas;07.03.2020;34.13;66.79;9.09
city;Dallas;08.03.2020;-8.53;4.92;-16.25
city;Dallas;09.03.2020;6.81;7.44;0.42
city;Dallas;10.03.2020;15.5;20.58;8.45
city;Dallas;11.03.2020;15.56;20.57;7.74
city;Dallas;12.03.2020;10.87;14.01;-3.02
city;Dallas;13.03.2020;9.68;11.9;-11.47
city;Dallas;14.03.2020;-5.64;17.07;-24.79
city;Dallas;15.03.2020;-34.13;-29.93;-40.72
city;Dallas;16.03.2020;-18.72;-17.87;-24.6
city;Dallas;17.03.2020;-26.22;-25.45;-38.14
city;Dallas;18.03.2020;-29.1;-27.11;-39.73
city;Dallas;19.03.2020;-32.59;-30.1;-40.79
city;Dallas;20.03.2020;-28.84;-29.81;-44.53
city;Dallas;21.03.2020;-39.93;-34.01;-53.22
city;Dallas;22.03.2020;-58.28;-53.31;-61.68
city;Dallas;23.03.2020;-43.03;-39.18;-50.64
city;Dallas;24.03.2020;-46.08;-37.06;-53.66
city;Dallas;25.03.2020;-48.37;-38.51;-56.35
city;Dallas;26.03.2020;-46.59;-39.02;-55.66
city;Dallas;27.03.2020;-40.2;-34.24;-51.78
city;Dallas;28.03.2020;-47.5;-36.25;-57.84
city;Dallas;29.03.2020;-59.82;-49.87;-63.92
city;Dallas;30.03.2020;-52.02;-51.64;-59.62
city;Dallas;31.03.2020;-45.95;-37.95;-56.47
city;Dallas;01.04.2020;-44.44;-37.95;-57.39
city;Dallas;02.04.2020;-46.6;-41.49;-60.83
city;Dallas;03.04.2020;-42.02;-41.72;-62.15
city;Dallas;04.04.2020;-52.1;-50.66;-65.57
city;Dallas;05.04.2020;-61.42;-54.09;-67.57
city;Dallas;06.04.2020;-48.59;-42.09;-57.89
city;Dallas;07.04.2020;-44.88;-34.93;-56.74
city;Dallas;08.04.2020;-43.41;-34.74;-55.12
city;Dallas;09.04.2020;-42.48;-35.97;-58.24
city;Dallas;10.04.2020;-33.26;-22.24;-56.14
city;Dallas;11.04.2020;-47.04;-39.13;-62.42
city;Dallas;12.04.2020;-61.24;-53.76;-66.69
city;Dallas;13.04.2020;-44.37;-39.45;-59.74
city;Dallas;14.04.2020;-43.41;-39.08;-59.67
city;Dallas;15.04.2020;-37.49;-31.64;-58.45
city;Delhi;13.01.2020;0;0;
city;Delhi;14.01.2020;2.27;-0.02;
city;Delhi;15.01.2020;9.86;1.8;
city;Delhi;16.01.2020;6.98;-0.05;
city;Delhi;17.01.2020;15.66;13.69;
city;Delhi;18.01.2020;19.79;22.28;
city;Delhi;19.01.2020;6.68;9.82;
city;Delhi;20.01.2020;11.25;4.29;
city;Delhi;21.01.2020;1.18;6.61;
city;Delhi;22.01.2020;13.37;9.03;
city;Delhi;23.01.2020;0.95;2.72;
city;Delhi;24.01.2020;4.51;7.67;
city;Delhi;25.01.2020;5.6;14.91;
city;Delhi;26.01.2020;0.41;2.17;
city;Delhi;27.01.2020;7.98;10.12;
city;Delhi;28.01.2020;10.15;4.63;
city;Delhi;29.01.2020;19.57;10.3;
city;Delhi;30.01.2020;23.05;13.13;
city;Delhi;31.01.2020;20.68;15.44;
city;Delhi;01.02.2020;18.08;24.61;
city;Delhi;02.02.2020;7.33;16.64;
city;Delhi;03.02.2020;11.37;11.66;
city;Delhi;04.02.2020;12.83;11.38;
city;Delhi;05.02.2020;7.51;5.18;
city;Delhi;06.02.2020;14.03;10.46;
city;Delhi;07.02.2020;22.95;19.45;
city;Delhi;08.02.2020;4.73;9.19;
city;Delhi;09.02.2020;29.52;32.53;
city;Delhi;10.02.2020;16.77;12.28;
city;Delhi;11.02.2020;6.88;12.07;
city;Delhi;12.02.2020;20.92;16.91;
city;Delhi;13.02.2020;14.94;13.62;
city;Delhi;14.02.2020;46.89;34.12;
city;Delhi;15.02.2020;32.8;30.12;
city;Delhi;16.02.2020;32.1;32.63;
city;Delhi;17.02.2020;11.89;12;
city;Delhi;18.02.2020;9.98;13;
city;Delhi;19.02.2020;13.86;16.18;
city;Delhi;20.02.2020;14.09;10.09;
city;Delhi;21.02.2020;22.88;22.44;
city;Delhi;22.02.2020;21.81;34.77;
city;Delhi;23.02.2020;21.05;23;
city;Delhi;24.02.2020;18.97;5.18;
city;Delhi;25.02.2020;21.66;0.16;
city;Delhi;26.02.2020;10.66;1.31;
city;Delhi;27.02.2020;10.15;2.79;
city;Delhi;28.02.2020;23.04;10.51;
city;Delhi;29.02.2020;13.37;9.98;
city;Delhi;01.03.2020;8.71;8.23;
city;Delhi;02.03.2020;7.84;2.76;
city;Delhi;03.03.2020;-0.96;3.25;
city;Delhi;04.03.2020;3.6;-4.61;
city;Delhi;05.03.2020;5.06;-3.34;
city;Delhi;06.03.2020;24.69;1.87;
city;Delhi;07.03.2020;4.09;3.55;
city;Delhi;08.03.2020;-14.66;-8.41;
city;Delhi;09.03.2020;-36.44;-38.85;
city;Delhi;10.03.2020;-33.84;-32.7;
city;Delhi;11.03.2020;-10.92;-8.36;
city;Delhi;12.03.2020;-5.3;-14.65;
city;Delhi;13.03.2020;-10.53;-12.53;
city;Delhi;14.03.2020;-10.45;-14.61;
city;Delhi;15.03.2020;-14.77;-15.67;
city;Delhi;16.03.2020;-15.49;-20.97;
city;Delhi;17.03.2020;-24.12;-24.38;
city;Delhi;18.03.2020;-28.46;-30.74;
city;Delhi;19.03.2020;-37.66;-38.82;
city;Delhi;20.03.2020;-45.57;-53.09;
city;Delhi;21.03.2020;-66.32;-66.31;
city;Delhi;22.03.2020;-75.57;-74.01;
city;Delhi;23.03.2020;-78.25;-74.4;
city;Delhi;24.03.2020;-84.16;-78.34;
city;Delhi;25.03.2020;-86.51;-75.67;
city;Delhi;26.03.2020;-85.97;-73.78;
city;Delhi;27.03.2020;-84.61;-67.4;
city;Delhi;28.03.2020;-84.38;-68.13;
city;Delhi;29.03.2020;-85.4;-74.75;
city;Delhi;30.03.2020;-86.62;-80.28;
city;Delhi;31.03.2020;-86.69;-80.76;
city;Delhi;01.04.2020;-86.46;-82.6;
city;Delhi;02.04.2020;-87.28;-83.96;
city;Delhi;03.04.2020;-87.38;-82.51;
city;Delhi;04.04.2020;-87.33;-82.44;
city;Delhi;05.04.2020;-87.99;-81.57;
city;Delhi;06.04.2020;-87.39;-82.81;
city;Delhi;07.04.2020;-87.39;-83.82;
city;Delhi;08.04.2020;-86.13;-79.65;
city;Delhi;09.04.2020;-87.79;-82.9;
city;Delhi;10.04.2020;-87.68;-82.6;
city;Delhi;11.04.2020;-87.54;-81.59;
city;Delhi;12.04.2020;-87.61;-80.78;
city;Delhi;13.04.2020;-86.44;-82.53;
city;Delhi;14.04.2020;-86.4;-80.44;
city;Delhi;15.04.2020;-86.33;-77.49;
city;Denver;13.01.2020;0;0;0
city;Denver;14.01.2020;4.86;12.49;4.6
city;Denver;15.01.2020;7.71;16.01;1.34
city;Denver;16.01.2020;10.23;17.08;0.92
city;Denver;17.01.2020;25.77;47.09;9.74
city;Denver;18.01.2020;14.69;57.7;-9.05
city;Denver;19.01.2020;-17.72;7.73;-25.6
city;Denver;20.01.2020;-0.95;8.13;-3.89
city;Denver;21.01.2020;0.11;3.1;7.46
city;Denver;22.01.2020;3.28;7.29;6.69
city;Denver;23.01.2020;6.93;13.66;4.16
city;Denver;24.01.2020;21.46;46.69;6.71
city;Denver;25.01.2020;10.73;53.51;-8.81
city;Denver;26.01.2020;-19.99;0.7;-27.84
city;Denver;27.01.2020;-4.96;-4.7;-0.38
city;Denver;28.01.2020;3.02;12.07;0.6
city;Denver;29.01.2020;0.58;16.04;2.7
city;Denver;30.01.2020;8.36;21.41;3.65
city;Denver;31.01.2020;21.97;42.41;5.66
city;Denver;01.02.2020;9.97;56.25;-9.75
city;Denver;02.02.2020;-20.92;3.42;-26.84
city;Denver;03.02.2020;-15.4;-26.12;-8.51
city;Denver;04.02.2020;-18.15;-20.43;-6.35
city;Denver;05.02.2020;1.07;-1.01;-0.36
city;Denver;06.02.2020;9.71;9.08;7.28
city;Denver;07.02.2020;-3.15;-0.51;0.01
city;Denver;08.02.2020;10.73;45.84;-5.65
city;Denver;09.02.2020;-28.54;-18;-30.01
city;Denver;10.02.2020;6.85;-4.42;12.13
city;Denver;11.02.2020;15.14;14.53;18.19
city;Denver;12.02.2020;13.36;33.34;19.05
city;Denver;13.02.2020;26.9;52.86;24.27
city;Denver;14.02.2020;39.72;88.84;19.73
city;Denver;15.02.2020;15.94;72.26;0.86
city;Denver;16.02.2020;-10.79;17.95;-18.46
city;Denver;17.02.2020;-0.4;6.13;0.19
city;Denver;18.02.2020;5.89;5.68;3.89
city;Denver;19.02.2020;12.18;-1.79;3.11
city;Denver;20.02.2020;14.83;16.73;9.41
city;Denver;21.02.2020;31.29;56.59;13.84
city;Denver;22.02.2020;21.94;76.11;1.74
city;Denver;23.02.2020;-20.59;-0.03;-22.27
city;Denver;24.02.2020;0.73;3.02;2.32
city;Denver;25.02.2020;1.49;-1.42;-7.71
city;Denver;26.02.2020;9.3;11.01;3.26
city;Denver;27.02.2020;14.12;20.96;6.2
city;Denver;28.02.2020;31.68;57.76;12.45
city;Denver;29.02.2020;20.01;66.3;-4.27
city;Denver;01.03.2020;-14.22;5.99;-22.32
city;Denver;02.03.2020;0.18;4.05;3.97
city;Denver;03.03.2020;12.41;21;10.11
city;Denver;04.03.2020;13.81;20.63;12.72
city;Denver;05.03.2020;16.64;28.22;9.61
city;Denver;06.03.2020;32.42;79.63;18.11
city;Denver;07.03.2020;25.28;104.48;-0.84
city;Denver;08.03.2020;-10.4;32.15;-22.37
city;Denver;09.03.2020;5.03;26.11;6.22
city;Denver;10.03.2020;7.23;17.31;-1.13
city;Denver;11.03.2020;8.23;22.38;1.21
city;Denver;12.03.2020;2.67;9.12;-11.61
city;Denver;13.03.2020;-0.01;8.75;-21.8
city;Denver;14.03.2020;-11.89;25.57;-34.19
city;Denver;15.03.2020;-34.47;-16.71;-46.48
city;Denver;16.03.2020;-24.66;-20.04;-37.6
city;Denver;17.03.2020;-34.78;-34.1;-48.67
city;Denver;18.03.2020;-35.12;-32.8;-51.03
city;Denver;19.03.2020;-53.81;-60.74;-65.11
city;Denver;20.03.2020;-46.72;-50.97;-64.37
city;Denver;21.03.2020;-49.81;-46.44;-62.86
city;Denver;22.03.2020;-58.38;-50.45;-69.78
city;Denver;23.03.2020;-47.34;-44.8;-60.86
city;Denver;24.03.2020;-47.99;-42.42;-63.8
city;Denver;25.03.2020;-51.18;-44.73;-64.66
city;Denver;26.03.2020;-57.97;-52.38;-69.8
city;Denver;27.03.2020;-55.67;-57.43;-71.21
city;Denver;28.03.2020;-60.37;-53.46;-73.63
city;Denver;29.03.2020;-66.81;-56.66;-76.56
city;Denver;30.03.2020;-56.57;-52.7;-70.8
city;Denver;31.03.2020;-52.95;-44.57;-69.47
city;Denver;01.04.2020;-53.02;-46.89;-68.82
city;Denver;02.04.2020;-58.95;-62.58;-75.42
city;Denver;03.04.2020;-52.45;-52.94;-72.49
city;Denver;04.04.2020;-54.55;-44.31;-73.15
city;Denver;05.04.2020;-61.79;-48.2;-73.8
city;Denver;06.04.2020;-51.68;-45.12;-68.15
city;Denver;07.04.2020;-50.71;-43.79;-69.63
city;Denver;08.04.2020;-50.39;-44.44;-69.22
city;Denver;09.04.2020;-50.02;-46.83;-70.19
city;Denver;10.04.2020;-42.49;-39.81;-68.33
city;Denver;11.04.2020;-48.95;-36.88;-71.29
city;Denver;12.04.2020;-73.73;-74.44;-81.07
city;Denver;13.04.2020;-60.85;-65.34;-75.11
city;Denver;14.04.2020;-53.39;-54.87;-70.73
city;Denver;15.04.2020;-47.17;-49.59;-71.35
city;Detroit;13.01.2020;0;0;0
city;Detroit;14.01.2020;1.45;4.98;-5.94
city;Detroit;15.01.2020;3.05;5.45;-4.29
city;Detroit;16.01.2020;5.45;7.01;-8.65
city;Detroit;17.01.2020;22.23;33.84;-5.17
city;Detroit;18.01.2020;-19.46;13.98;-30.05
city;Detroit;19.01.2020;-23.62;-13.88;-34.85
city;Detroit;20.01.2020;-7.21;-1.1;-15.9
city;Detroit;21.01.2020;-0.29;-1.6;-7.93
city;Detroit;22.01.2020;1.26;-0.05;-5.77
city;Detroit;23.01.2020;2.27;4.35;-7.15
city;Detroit;24.01.2020;18.67;30.09;-0.98
city;Detroit;25.01.2020;9.57;50.61;-15.97
city;Detroit;26.01.2020;-26.2;-17.6;-32.68
city;Detroit;27.01.2020;-6.2;-4.6;-7.15
city;Detroit;28.01.2020;-2.69;-4.47;-6.55
city;Detroit;29.01.2020;-1.02;-2.47;-7.25
city;Detroit;30.01.2020;3.07;3.26;-8.28
city;Detroit;31.01.2020;18.52;35.71;-2.36
city;Detroit;01.02.2020;8.69;44.43;-15.69
city;Detroit;02.02.2020;-23.74;-7.7;-29.77
city;Detroit;03.02.2020;-5.17;3.82;-4.78
city;Detroit;04.02.2020;-2.45;0.2;-3.27
city;Detroit;05.02.2020;-0.34;0.72;-4.4
city;Detroit;06.02.2020;4.23;-2.94;-9.14
city;Detroit;07.02.2020;14.58;32.96;-4.29
city;Detroit;08.02.2020;9.1;51.76;-15.49
city;Detroit;09.02.2020;-21.46;-4.27;-30.86
city;Detroit;10.02.2020;-2.42;-1.49;-1.83
city;Detroit;11.02.2020;3.38;4.61;-1.51
city;Detroit;12.02.2020;3.55;1.06;-0.5
city;Detroit;13.02.2020;8.89;5.41;-6.93
city;Detroit;14.02.2020;32.13;53;3.57
city;Detroit;15.02.2020;16.11;54.03;-12.47
city;Detroit;16.02.2020;-14.86;2.93;-24.38
city;Detroit;17.02.2020;-1.38;5.62;-8.84
city;Detroit;18.02.2020;3.57;12.05;-3.78
city;Detroit;19.02.2020;4.43;10.28;-2.73
city;Detroit;20.02.2020;8.19;16.07;-5.5
city;Detroit;21.02.2020;24.85;46.91;2.38
city;Detroit;22.02.2020;27.25;137.29;-2.08
city;Detroit;23.02.2020;-13.53;14.3;-22.33
city;Detroit;24.02.2020;-1.9;-0.21;-0.87
city;Detroit;25.02.2020;5.36;8.39;-1.21
city;Detroit;26.02.2020;0.64;0.3;-14.28
city;Detroit;27.02.2020;9.5;10.33;-10.56
city;Detroit;28.02.2020;31.71;44.9;0.05
city;Detroit;29.02.2020;33.18;77.98;-7.97
city;Detroit;01.03.2020;-7.38;7.12;-25.53
city;Detroit;02.03.2020;10.6;12.63;2.69
city;Detroit;03.03.2020;16.83;17.72;-0.39
city;Detroit;04.03.2020;16.52;20.71;1.56
city;Detroit;05.03.2020;19.82;34.34;-0.08
city;Detroit;06.03.2020;37.26;67.26;5.92
city;Detroit;07.03.2020;36.88;91.91;-5.31
city;Detroit;08.03.2020;-3.8;23.14;-22.62
city;Detroit;09.03.2020;8.7;15.73;-0.98
city;Detroit;10.03.2020;15.72;28.81;0.43
city;Detroit;11.03.2020;7.06;8.27;-8.27
city;Detroit;12.03.2020;1.43;6.88;-14.02
city;Detroit;13.03.2020;4.72;19.38;-13.23
city;Detroit;14.03.2020;-10.72;13.68;-29.01
city;Detroit;15.03.2020;-33.96;-14.47;-36.42
city;Detroit;16.03.2020;-25.2;-16.19;-30.11
