geo_type;region;date;driving;walking;transit
city;Amsterdam;13.01.2020;0;0;0
city;Amsterdam;14.01.2020;3.53;-1.72;0.27
city;Amsterdam;15.01.2020;4.23;0.39;1.25
city;Amsterdam;16.01.2020;3.92;8.96;3.15
city;Amsterdam;17.01.2020;11.95;38;21.69
city;Amsterdam;18.01.2020;8.41;66.43;30.91
city;Amsterdam;19.01.2020;-5.74;20.34;13.07
city;Amsterdam;20.01.2020;0.26;1.55;0.35
city;Amsterdam;21.01.2020;14.47;-1.74;0.09
city;Amsterdam;22.01.2020;3.76;1.09;-0.21
city;Amsterdam;23.01.2020;2.96;9.53;4.22
city;Amsterdam;24.01.2020;13.9;43.01;26.94
city;Amsterdam;25.01.2020;12.16;67.23;30.72
city;Amsterdam;26.01.2020;-3.41;19.62;15.71
city;Amsterdam;27.01.2020;3.03;1.7;2.57
city;Amsterdam;28.01.2020;1.37;-4.65;1.24
city;Amsterdam;29.01.2020;0.58;-0.12;2.81
city;Amsterdam;30.01.2020;9.08;16.44;11.75
city;Amsterdam;31.01.2020;16.11;53.44;32.62
city;Amsterdam;01.02.2020;14.34;79.81;42.68
city;Amsterdam;02.02.2020;-3.38;19.12;24.98
city;Amsterdam;03.02.2020;1.52;11.3;12.22
city;Amsterdam;04.02.2020;4.52;2.86;7.06
city;Amsterdam;05.02.2020;1.78;7.69;8.04
city;Amsterdam;06.02.2020;5.71;20.15;13.14
city;Amsterdam;07.02.2020;18.63;55.85;38.17
city;Amsterdam;08.02.2020;16.19;79.89;41.66
city;Amsterdam;09.02.2020;-14.59;-1.32;16.47
city;Amsterdam;10.02.2020;7.81;-2.25;14.35
city;Amsterdam;11.02.2020;7.83;-4.38;9
city;Amsterdam;12.02.2020;6.13;-2.66;4
city;Amsterdam;13.02.2020;19.76;11.58;22.03
city;Amsterdam;14.02.2020;22.19;68.96;44.19
city;Amsterdam;15.02.2020;13.63;93.16;54.58
city;Amsterdam;16.02.2020;-4.51;29.84;46.51
city;Amsterdam;17.02.2020;2.66;38;37.45
city;Amsterdam;18.02.2020;3.15;33.26;30.62
city;Amsterdam;19.02.2020;1.2;26;27.17
city;Amsterdam;20.02.2020;6.05;25.34;31.65
city;Amsterdam;21.02.2020;10.8;59.4;38.22
city;Amsterdam;22.02.2020;6.74;76.52;50.93
city;Amsterdam;23.02.2020;-7.55;24.8;32.48
city;Amsterdam;24.02.2020;8.17;13.79;29.85
city;Amsterdam;25.02.2020;3.74;22.72;19.73
city;Amsterdam;26.02.2020;8.59;16.05;18.26
city;Amsterdam;27.02.2020;12.94;25.94;30.16
city;Amsterdam;28.02.2020;20.44;55.09;47.33
city;Amsterdam;29.02.2020;10.67;68.74;38.58
city;Amsterdam;01.03.2020;-5.28;15.81;14.7
city;Amsterdam;02.03.2020;2.67;-3.87;8.59
city;Amsterdam;03.03.2020;0.34;2.03;-0.08
city;Amsterdam;04.03.2020;1.08;4.49;1.54
city;Amsterdam;05.03.2020;3.81;11.55;11.93
city;Amsterdam;06.03.2020;14.97;52.73;35.39
city;Amsterdam;07.03.2020;14.37;78.62;37.56
city;Amsterdam;08.03.2020;-7.97;15.52;13
city;Amsterdam;09.03.2020;-5.58;-2.77;-0.98
city;Amsterdam;10.03.2020;-8.76;-13.15;-6.52
city;Amsterdam;11.03.2020;-7.43;-5.94;-11.02
city;Amsterdam;12.03.2020;-19.82;-15.17;-21.71
city;Amsterdam;13.03.2020;-25.52;-8.73;-26.89
city;Amsterdam;14.03.2020;-33.62;-2.62;-33
city;Amsterdam;15.03.2020;-52.89;-46.94;-55.91
city;Amsterdam;16.03.2020;-56.4;-68.8;-74.45
city;Amsterdam;17.03.2020;-59.53;-75.46;-81.24
city;Amsterdam;18.03.2020;-60.82;-77.26;-84.66
city;Amsterdam;19.03.2020;-61.49;-78.27;-85.11
city;Amsterdam;20.03.2020;-59.31;-78.13;-86.43
city;Amsterdam;21.03.2020;-62.72;-75.47;-87.1
city;Amsterdam;22.03.2020;-69.04;-80.3;-89.25
city;Amsterdam;23.03.2020;-65.2;-81.03;-88.83
city;Amsterdam;24.03.2020;-64.87;-80.3;-88.85
city;Amsterdam;25.03.2020;-62.6;-78.61;-88.49
city;Amsterdam;26.03.2020;-61.35;-78.68;-87.85
city;Amsterdam;27.03.2020;-58.97;-75.24;-88.16
city;Amsterdam;28.03.2020;-63.93;-77.17;-88.38
city;Amsterdam;29.03.2020;-68.4;-82.82;-89.42
city;Amsterdam;30.03.2020;-63.42;-81.83;-88.36
city;Amsterdam;31.03.2020;-60.74;-77.78;-87.44
city;Amsterdam;01.04.2020;-59.84;-77.32;-88.45
city;Amsterdam;02.04.2020;-59.57;-77.81;-88.11
city;Amsterdam;03.04.2020;-57.58;-76.06;-87.86
city;Amsterdam;04.04.2020;-62.16;-73.72;-88.4
city;Amsterdam;05.04.2020;-62.85;-74.02;-87.7
city;Amsterdam;06.04.2020;-59;-75.28;-87
city;Amsterdam;07.04.2020;-56.46;-72.99;-86.28
city;Amsterdam;08.04.2020;-53.6;-70.09;-86.66
city;Amsterdam;09.04.2020;-52.28;-69.85;-86.42
city;Amsterdam;10.04.2020;-51.39;-67.81;-86.25
city;Amsterdam;11.04.2020;-58.09;-69.77;-87.55
city;Amsterdam;12.04.2020;-67.37;-76.66;-89.16
city;Amsterdam;13.04.2020;-62.83;-80.45;-86.95
city;Amsterdam;14.04.2020;-57.27;-77.82;-86.93
city;Amsterdam;15.04.2020;-53.94;-71.65;-86.12
city;Athens;13.01.2020;0;0;
city;Athens;14.01.2020;1.47;-1.27;
city;Athens;15.01.2020;1.57;1.01;
city;Athens;16.01.2020;1.73;11.46;
city;Athens;17.01.2020;11.72;23.6;
city;Athens;18.01.2020;7.48;29.61;
city;Athens;19.01.2020;-4.28;-5.29;
city;Athens;20.01.2020;-6.23;-6.34;
city;Athens;21.01.2020;-4.66;-3.08;
city;Athens;22.01.2020;-1.51;2.48;
city;Athens;23.01.2020;-1.42;3.47;
city;Athens;24.01.2020;8.61;24.4;
city;Athens;25.01.2020;7.25;38.84;
city;Athens;26.01.2020;-3.41;0.65;
city;Athens;27.01.2020;-3.37;-8.07;
city;Athens;28.01.2020;-3.89;3.52;
city;Athens;29.01.2020;-2.07;4.97;
city;Athens;30.01.2020;2.77;8.13;
city;Athens;31.01.2020;9.51;24.98;
city;Athens;01.02.2020;5.91;36.47;
city;Athens;02.02.2020;-3.99;8.41;
city;Athens;03.02.2020;-6.61;-1.73;
city;Athens;04.02.2020;-2.13;5.83;
city;Athens;05.02.2020;-2.69;-4.16;
city;Athens;06.02.2020;4.93;2.42;
city;Athens;07.02.2020;21.49;39.43;
city;Athens;08.02.2020;14.21;42.05;
city;Athens;09.02.2020;4.47;15.86;
city;Athens;10.02.2020;2.58;8.95;
city;Athens;11.02.2020;4.49;12.84;
city;Athens;12.02.2020;7.48;16.94;
city;Athens;13.02.2020;9.62;30.46;
city;Athens;14.02.2020;22.98;60.29;
city;Athens;15.02.2020;15.15;60.65;
city;Athens;16.02.2020;3.83;26.46;
city;Athens;17.02.2020;20.15;31.98;
city;Athens;18.02.2020;28.98;32.81;
city;Athens;19.02.2020;19.03;29.35;
city;Athens;20.02.2020;26.52;38.65;
city;Athens;21.02.2020;16.79;42.82;
city;Athens;22.02.2020;13.6;47.58;
city;Athens;23.02.2020;0.56;21.96;
city;Athens;24.02.2020;1.92;18.03;
city;Athens;25.02.2020;5.1;14.67;
city;Athens;26.02.2020;8.02;6.88;
city;Athens;27.02.2020;8.68;14.92;
city;Athens;28.02.2020;12.33;24.5;
city;Athens;29.02.2020;-15.17;15.56;
city;Athens;01.03.2020;-27.39;-8.24;
city;Athens;02.03.2020;-18.28;-25.26;
city;Athens;03.03.2020;-3.25;-2.96;
city;Athens;04.03.2020;1.13;-0.06;
city;Athens;05.03.2020;5.13;18.09;
city;Athens;06.03.2020;5.08;32.3;
city;Athens;07.03.2020;-0.28;35.99;
city;Athens;08.03.2020;0.41;3.74;
city;Athens;09.03.2020;-2.6;-9.14;
city;Athens;10.03.2020;-10.09;2.8;
city;Athens;11.03.2020;-14.18;-4.72;
city;Athens;12.03.2020;-23.67;-10.59;
city;Athens;13.03.2020;-34.83;-25.01;
city;Athens;14.03.2020;-56.92;-49.3;
city;Athens;15.03.2020;-66.23;-66.08;
city;Athens;16.03.2020;-62.37;-68.23;
city;Athens;17.03.2020;-62.5;-69.76;
city;Athens;18.03.2020;-67.95;-73.13;
city;Athens;19.03.2020;-68.13;-73.61;
city;Athens;20.03.2020;-68.21;-73.24;
city;Athens;21.03.2020;-73.05;-75.37;
city;Athens;22.03.2020;-72.56;-76.12;
city;Athens;23.03.2020;-80.16;-81.89;
city;Athens;24.03.2020;-79.64;-77.7;
city;Athens;25.03.2020;-83.28;-80.54;
city;Athens;26.03.2020;-79.42;-82.04;
city;Athens;27.03.2020;-79.86;-82.26;
city;Athens;28.03.2020;-81.27;-77.02;
city;Athens;29.03.2020;-80.91;-75.01;
city;Athens;30.03.2020;-74.05;-72.32;
city;Athens;31.03.2020;-74.58;-71.95;
city;Athens;01.04.2020;-75.43;-77.22;
city;Athens;02.04.2020;-73.33;-71.35;
city;Athens;03.04.2020;-75.13;-77.71;
city;Athens;04.04.2020;-82.16;-83.39;
city;Athens;05.04.2020;-82.32;-83.15;
city;Athens;06.04.2020;-75.02;-78.53;
city;Athens;07.04.2020;-74.5;-78.61;
city;Athens;08.04.2020;-71.75;-72.87;
city;Athens;09.04.2020;-71.7;-69.97;
city;Athens;10.04.2020;-70.16;-64.99;
city;Athens;11.04.2020;-74.69;-61.54;
city;Athens;12.04.2020;-74.58;-60.63;
city;Athens;13.04.2020;-68.19;-63.79;
city;Athens;14.04.2020;-66.54;-62.85;
city;Athens;15.04.2020;-66.68;-64.64;
city;Atlanta;13.01.2020;0;0;0
city;Atlanta;14.01.2020;5.48;4.02;-0.68
city;Atlanta;15.01.2020;5.94;11.64;0.88
city;Atlanta;16.01.2020;11.42;11.78;2.85
city;Atlanta;17.01.2020;27.24;27.28;0.49
city;Atlanta;18.01.2020;16.7;33.7;-11.3
city;Atlanta;19.01.2020;-10.05;-2.07;-26.73
city;Atlanta;20.01.2020;-1.46;-5.09;-10.54
city;Atlanta;21.01.2020;2.1;-8.14;-3.47
city;Atlanta;22.01.2020;2.48;-5.72;-7.54
city;Atlanta;23.01.2020;6.04;-8.55;-8.28
city;Atlanta;24.01.2020;21.81;21.46;-1.95
city;Atlanta;25.01.2020;20.51;46.31;-9.96
city;Atlanta;26.01.2020;-18.9;-16.11;-31.43
city;Atlanta;27.01.2020;-3.2;-7.09;-8.31
city;Atlanta;28.01.2020;4.68;4.12;-4.76
city;Atlanta;29.01.2020;1.57;-3.12;-5.58
city;Atlanta;30.01.2020;9.31;4.24;-5.64
city;Atlanta;31.01.2020;23.06;15.55;-6.3
city;Atlanta;01.02.2020;25.39;33.42;-13.64
city;Atlanta;02.02.2020;-14.76;-12.02;-27.47
city;Atlanta;03.02.2020;0.76;-0.88;-2.8
city;Atlanta;04.02.2020;4.02;-0.14;-1.82
city;Atlanta;05.02.2020;3.25;-3.38;-3.31
city;Atlanta;06.02.2020;4.06;-12.66;-9.45
city;Atlanta;07.02.2020;21.51;23.68;-1.06
city;Atlanta;08.02.2020;0.51;17.79;-22.67
city;Atlanta;09.02.2020;-8.91;-6.62;-21.65
city;Atlanta;10.02.2020;5.1;-11.77;-4.22
city;Atlanta;11.02.2020;7.67;-1.78;-3.49
city;Atlanta;12.02.2020;10.33;4.26;0.89
city;Atlanta;13.02.2020;19.63;5.48;3.06
city;Atlanta;14.02.2020;52.76;74.38;15.91
city;Atlanta;15.02.2020;33.11;84.49;-2.01
city;Atlanta;16.02.2020;-7.85;5.18;-24.21
city;Atlanta;17.02.2020;5.7;0.85;-3.51
city;Atlanta;18.02.2020;8.68;-8.91;-1.97
city;Atlanta;19.02.2020;10.06;-1.07;-2.97
city;Atlanta;20.02.2020;9.55;-7.13;-10
city;Atlanta;21.02.2020;32.68;28.2;0.83
city;Atlanta;22.02.2020;35.08;65.04;-4.64
city;Atlanta;23.02.2020;-9.02;-8.03;-23.98
city;Atlanta;24.02.2020;2.08;-15.66;-10.92
city;Atlanta;25.02.2020;12.15;4.61;-0.25
city;Atlanta;26.02.2020;15.81;5.04;-1.23
city;Atlanta;27.02.2020;22.97;16.72;2.78
city;Atlanta;28.02.2020;41.49;50.32;10.34
city;Atlanta;29.02.2020;49.82;112.02;11.21
city;Atlanta;01.03.2020;-0.28;11.16;-18.57
city;Atlanta;02.03.2020;6.45;-8.83;-5.31
city;Atlanta;03.03.2020;7.81;-0.99;-6.28
city;Atlanta;04.03.2020;10.75;-8.24;-10.12
city;Atlanta;05.03.2020;15.4;-2.91;-6.85
city;Atlanta;06.03.2020;51.23;45.73;12.2
city;Atlanta;07.03.2020;47.1;85.97;5.06
city;Atlanta;08.03.2020;0.21;6.93;-19.99
city;Atlanta;09.03.2020;11.5;6.24;-0.33
city;Atlanta;10.03.2020;10.46;1.02;-5.73
city;Atlanta;11.03.2020;15.19;3.61;-4.65
city;Atlanta;12.03.2020;11.67;2.56;-13.23
city;Atlanta;13.03.2020;17.87;13.7;-16.45
city;Atlanta;14.03.2020;7.6;23.23;-25.21
city;Atlanta;15.03.2020;-26.72;-31.15;-43.28
city;Atlanta;16.03.2020;-19.08;-27.76;-34.14
city;Atlanta;17.03.2020;-24.17;-29.36;-38.53
city;Atlanta;18.03.2020;-27.1;-31.59;-42.28
city;Atlanta;19.03.2020;-25.55;-28.28;-45.98
city;Atlanta;20.03.2020;-21.1;-24.98;-44.33
city;Atlanta;21.03.2020;-29.44;-29.26;-54.32
city;Atlanta;22.03.2020;-53.15;-54.49;-64.17
city;Atlanta;23.03.2020;-44.7;-54.27;-55.85
city;Atlanta;24.03.2020;-44.14;-48.94;-57.22
city;Atlanta;25.03.2020;-37.33;-38.56;-56.53
city;Atlanta;26.03.2020;-38.1;-39.67;-53.71
city;Atlanta;27.03.2020;-31.24;-33.94;-51.16
city;Atlanta;28.03.2020;-39.51;-36.94;-54.8
city;Atlanta;29.03.2020;-54.56;-51.2;-59.82
city;Atlanta;30.03.2020;-42.02;-43.15;-50.08
city;Atlanta;31.03.2020;-46.48;-53.08;-56.54
city;Atlanta;01.04.2020;-41.39;-43.66;-56.18
city;Atlanta;02.04.2020;-40.26;-42.29;-56.1
city;Atlanta;03.04.2020;-39.28;-39.81;-57.03
city;Atlanta;04.04.2020;-51.18;-46.69;-60.98
city;Atlanta;05.04.2020;-59.65;-54.08;-64.41
city;Atlanta;06.04.2020;-46.06;-44.87;-55.81
city;Atlanta;07.04.2020;-45.97;-46.63;-57.64
city;Atlanta;08.04.2020;-44.63;-44.51;-56.03
city;Atlanta;09.04.2020;-41.72;-41.26;-54.73
city;Atlanta;10.04.2020;-34.83;-35.62;-55.99
city;Atlanta;11.04.2020;-40.71;-37.04;-58.42
city;Atlanta;12.04.2020;-64.89;-66.19;-68.56
city;Atlanta;13.04.2020;-41.19;-43.51;-54.46
city;Atlanta;14.04.2020;-39.08;-40.16;-53.11
city;Atlanta;15.04.2020;-35.23;-37.43;-56.19
city;Auckland;13.01.2020;0;0;0
city;Auckland;14.01.2020;2.3;4.96;3.77
city;Auckland;15.01.2020;3.75;5.98;5.54
city;Auckland;16.01.2020;8.27;3.48;1.94
city;Auckland;17.01.2020;-7.38;-0.65;-2.91
city;Auckland;18.01.2020;-21.1;-8.92;-8.75
city;Auckland;19.01.2020;-0.51;3.56;13.07
city;Auckland;20.01.2020;1.98;5.18;9.91
city;Auckland;21.01.2020;6.23;8.01;8.69
city;Auckland;22.01.2020;9.03;8.62;9.26
city;Auckland;23.01.2020;20.86;6.29;4.53
city;Auckland;24.01.2020;-8.89;-2.12;-1.9
city;Auckland;25.01.2020;-25.83;-9.4;-13.32
city;Auckland;26.01.2020;-31.06;-18.49;-10.92
city;Auckland;27.01.2020;4.24;13.1;16.67
city;Auckland;28.01.2020;6.57;7.3;13.62
city;Auckland;29.01.2020;8.55;6.37;9.51
city;Auckland;30.01.2020;10.79;10.08;18.25
city;Auckland;31.01.2020;-3.04;10.03;8.1
city;Auckland;01.02.2020;-23.51;-9.28;-8.85
city;Auckland;02.02.2020;-0.95;1.7;18.5
city;Auckland;03.02.2020;9.38;8.36;12.86
city;Auckland;04.02.2020;19.19;4.71;10.9
city;Auckland;05.02.2020;-21.66;-11.95;-3.17
city;Auckland;06.02.2020;-0.25;11.59;18.52
city;Auckland;07.02.2020;-9.51;6.69;3.37
city;Auckland;08.02.2020;-21.13;-2.72;4.8
city;Auckland;09.02.2020;4.77;5.43;24.57
city;Auckland;10.02.2020;15.36;10.32;19.07
city;Auckland;11.02.2020;20.67;15.55;23.42
city;Auckland;12.02.2020;21.76;23.19;19.52
city;Auckland;13.02.2020;40.04;31.07;25.66
city;Auckland;14.02.2020;9.37;27.2;14.9
city;Auckland;15.02.2020;-11.85;10.84;11.11
city;Auckland;16.02.2020;13.39;21.36;22.86
city;Auckland;17.02.2020;17.91;18.93;23.21
city;Auckland;18.02.2020;21.97;18.65;25.56
city;Auckland;19.02.2020;26.32;23.04;18.84
city;Auckland;20.02.2020;31.8;29.1;22.12
city;Auckland;21.02.2020;13.2;39.23;16.4
city;Auckland;22.02.2020;-2.66;41.93;7.99
city;Auckland;23.02.2020;7.75;16.43;19.44
city;Auckland;24.02.2020;19.32;23.39;33.1
city;Auckland;25.02.2020;20.87;22.35;22.91
city;Auckland;26.02.2020;18.81;25.79;19.28
city;Auckland;27.02.2020;22.91;30.91;21.5
city;Auckland;28.02.2020;4.94;30.5;11.15
city;Auckland;29.02.2020;-17.8;1.64;0.35
city;Auckland;01.03.2020;1.57;13.72;9.31
city;Auckland;02.03.2020;10.24;11.95;18.22
city;Auckland;03.03.2020;11.75;12.45;14.71
city;Auckland;04.03.2020;12.31;14.66;5.45
city;Auckland;05.03.2020;21.46;16.43;10.14
city;Auckland;06.03.2020;3.46;17.05;-1.55
city;Auckland;07.03.2020;-13.72;11.16;-2.17
city;Auckland;08.03.2020;1.89;-3.76;-0.18
city;Auckland;09.03.2020;6.03;5.28;9.21
city;Auckland;10.03.2020;9.82;-0.35;1.34
city;Auckland;11.03.2020;9.63;2.3;4.13
city;Auckland;12.03.2020;11.92;6.03;-1.43
city;Auckland;13.03.2020;-3.08;8.81;-9.26
city;Auckland;14.03.2020;-24.94;-12.43;-23.05
city;Auckland;15.03.2020;-13.58;-21.46;-22.17
city;Auckland;16.03.2020;-15.21;-20.83;-22.7
city;Auckland;17.03.2020;-15.45;-24.1;-29.66
city;Auckland;18.03.2020;-21.61;-33.83;-37.95
city;Auckland;19.03.2020;-19.27;-33.52;-39.82
city;Auckland;20.03.2020;-35.75;-34.89;-48.66
city;Auckland;21.03.2020;-50.67;-48.38;-58.57
city;Auckland;22.03.2020;-33.05;-49.01;-63.54
city;Auckland;23.03.2020;-38.38;-51.76;-72.43
city;Auckland;24.03.2020;-51.38;-57.58;-80
city;Auckland;25.03.2020;-84.94;-73.84;-89.47
city;Auckland;26.03.2020;-86.12;-75.24;-88.59
city;Auckland;27.03.2020;-88.35;-69.49;-88.2
city;Auckland;28.03.2020;-88.26;-68.67;-90.72
city;Auckland;29.03.2020;-85.6;-74.71;-89.65
city;Auckland;30.03.2020;-84.87;-69.48;-89.1
city;Auckland;31.03.2020;-84.06;-71.47;-89.75
city;Auckland;01.04.2020;-84.18;-70.94;-88.64
city;Auckland;02.04.2020;-83.91;-71.5;-90.72
city;Auckland;03.04.2020;-85.74;-67.03;-90.41
city;Auckland;04.04.2020;-87.36;-67.94;-91.66
city;Auckland;05.04.2020;-84.88;-75.78;-89.65
city;Auckland;06.04.2020;-83.9;-74.27;-91.36
city;Auckland;07.04.2020;-82.81;-77.19;-91.43
city;Auckland;08.04.2020;-82.23;-78.36;-91.15
city;Auckland;09.04.2020;-88.49;-69.84;-91.92
city;Auckland;10.04.2020;-84.97;-68.82;-89.86
city;Auckland;11.04.2020;-88.38;-73.19;-91.39
city;Auckland;12.04.2020;-88.68;-79.84;-90.12
city;Auckland;13.04.2020;-84.82;-82.28;-91.92
city;Auckland;14.04.2020;-84.42;-82.21;-91.69
city;Auckland;15.04.2020;-84.27;-81.03;-91.87
city;Baltimore;13.01.2020;0;0;0
city;Baltimore;14.01.2020;5.6;4.72;-0.04
city;Baltimore;15.01.2020;8.94;23.02;5.05
city;Baltimore;16.01.2020;9.34;25.76;-2.21
city;Baltimore;17.01.2020;25.4;42.25;0
city;Baltimore;18.01.2020;-10.52;14.08;-28.29
city;Baltimore;19.01.2020;-17.05;-8.46;-31.04
city;Baltimore;20.01.2020;-6.97;-10.31;-15.02
city;Baltimore;21.01.2020;2.14;-3.53;-1.14
city;Baltimore;22.01.2020;6.02;2.69;-1.47
city;Baltimore;23.01.2020;9.06;6.36;2.83
city;Baltimore;24.01.2020;25.18;33.43;4.06
city;Baltimore;25.01.2020;16.84;53.24;-12.48
city;Baltimore;26.01.2020;-15.72;-1.38;-26.65
city;Baltimore;27.01.2020;0.35;2.01;7.11
city;Baltimore;28.01.2020;1.6;0.68;-0.34
city;Baltimore;29.01.2020;4.93;4.13;-4.5
city;Baltimore;30.01.2020;6.91;4.65;-4.57
city;Baltimore;31.01.2020;26.82;35.74;2.01
city;Baltimore;01.02.2020;15.38;41.83;-17.94
city;Baltimore;02.02.2020;-19.02;-10.91;-29.18
city;Baltimore;03.02.2020;0.09;2.47;4.17
city;Baltimore;04.02.2020;7.28;7.56;6.5
city;Baltimore;05.02.2020;5.37;-0.25;0.16
city;Baltimore;06.02.2020;10.87;2.59;-4.26
city;Baltimore;07.02.2020;22.33;30.14;-4.04
city;Baltimore;08.02.2020;17.25;52.89;-16.16
city;Baltimore;09.02.2020;-10.35;2.4;-26.43
city;Baltimore;10.02.2020;4.59;-5.26;-0.8
city;Baltimore;11.02.2020;8.52;-0.97;1.52
city;Baltimore;12.02.2020;10.56;6.98;0.76
city;Baltimore;13.02.2020;20.53;14.29;2.55
city;Baltimore;14.02.2020;46.07;64.26;6.64
city;Baltimore;15.02.2020;25.15;75.18;-13.67
city;Baltimore;16.02.2020;-4.22;19.07;-23.36
city;Baltimore;17.02.2020;6.79;17.92;-5.22
city;Baltimore;18.02.2020;8.91;26.24;9.66
city;Baltimore;19.02.2020;11.79;26.93;8.9
city;Baltimore;20.02.2020;13.92;22.58;6.42
city;Baltimore;21.02.2020;35.28;45.33;6.13
city;Baltimore;22.02.2020;31.57;75.75;-9.28
city;Baltimore;23.02.2020;-4.52;12.43;-24.13
city;Baltimore;24.02.2020;5.24;11.65;4.63
city;Baltimore;25.02.2020;10.18;4.62;0.23
city;Baltimore;26.02.2020;13.97;10.56;-1.05
city;Baltimore;27.02.2020;16.24;10.87;-5.52
city;Baltimore;28.02.2020;37.27;45.87;4.58
city;Baltimore;29.02.2020;29.04;60.06;-11.61
city;Baltimore;01.03.2020;-3.81;7.55;-23.16
city;Baltimore;02.03.2020;8.06;5.48;5.43
city;Baltimore;03.03.2020;10.49;11.09;5.54
city;Baltimore;04.03.2020;18.67;22.63;9.63
city;Baltimore;05.03.2020;20.94;24.64;5.86
city;Baltimore;06.03.2020;37.42;50.7;9.75
city;Baltimore;07.03.2020;35.35;81.57;-3.08
city;Baltimore;08.03.2020;-2.23;14.78;-20.65
city;Baltimore;09.03.2020;16.79;24.88;9.82
city;Baltimore;10.03.2020;14.83;17.14;0.2
city;Baltimore;11.03.2020;12.13;9.94;0.41
city;Baltimore;12.03.2020;7.58;12.53;-5
city;Baltimore;13.03.2020;18.11;29.52;-5.65
city;Baltimore;14.03.2020;2.79;34.39;-20.86
city;Baltimore;15.03.2020;-27.65;-21.4;-38.53
city;Baltimore;16.03.2020;-19.34;-19.85;-32.41
city;Baltimore;17.03.2020;-26.22;-24.26;-35.35
city;Baltimore;18.03.2020;-27.24;-27.54;-35.85
city;Baltimore;19.03.2020;-29;-24.16;-41.33
city;Baltimore;20.03.2020;-18.75;-11.27;-45.93
city;Baltimore;21.03.2020;-33.1;-28.78;-53.1
city;Baltimore;22.03.2020;-48.89;-44.18;-58.06
city;Baltimore;23.03.2020;-43.94;-44.32;-54.31
city;Baltimore;24.03.2020;-42.23;-36.5;-51.32
city;Baltimore;25.03.2020;-45.49;-47.31;-54.94
city;Baltimore;26.03.2020;-36.79;-29.93;-51.16
city;Baltimore;27.03.2020;-28.96;-23.02;-50.42
city;Baltimore;28.03.2020;-43.16;-40.06;-57.64
city;Baltimore;29.03.2020;-52.24;-48.16;-61.28
city;Baltimore;30.03.2020;-40.39;-37.39;-55.19
city;Baltimore;31.03.2020;-51.37;-48.19;-61.58
city;Baltimore;01.04.2020;-46.48;-45.87;-60.44
city;Baltimore;02.04.2020;-44.45;-42.45;-58.87
city;Baltimore;03.04.2020;-34.61;-32.38;-58.31
city;Baltimore;04.04.2020;-43.26;-37.83;-62.74
city;Baltimore;05.04.2020;-51.58;-40.4;-63.19
city;Baltimore;06.04.2020;-41.94;-35.92;-58.23
city;Baltimore;07.04.2020;-43.35;-40.24;-59.16
city;Baltimore;08.04.2020;-39.45;-32.86;-56.72
city;Baltimore;09.04.2020;-41.1;-38.79;-57.79
city;Baltimore;10.04.2020;-32.38;-35.64;-60.29
city;Baltimore;11.04.2020;-36.29;-29.67;-61.07
city;Baltimore;12.04.2020;-54.39;-47.39;-65.48
city;Baltimore;13.04.2020;-45.42;-45.03;-59.16
city;Baltimore;14.04.2020;-38.15;-37.95;-55.48
city;Baltimore;15.04.2020;-32.65;-31.87;-55.95
city;Bangkok;13.01.2020;0;0;
city;Bangkok;14.01.2020;0.97;0.26;
city;Bangkok;15.01.2020;4.43;6.32;
city;Bangkok;16.01.2020;4.32;5.1;
city;Bangkok;17.01.2020;33.66;26.12;
city;Bangkok;18.01.2020;26.95;25.33;
city;Bangkok;19.01.2020;14.27;8.41;
city;Bangkok;20.01.2020;-0.82;0.72;
city;Bangkok;21.01.2020;-3.12;-3.9;
city;Bangkok;22.01.2020;-2.73;-0.51;
city;Bangkok;23.01.2020;0.24;0.96;
city;Bangkok;24.01.2020;25.93;19.36;
city;Bangkok;25.01.2020;17.15;20.76;
city;Bangkok;26.01.2020;6.88;0.69;
city;Bangkok;27.01.2020;-6.21;-3.86;
city;Bangkok;28.01.2020;-3.86;-4.84;
city;Bangkok;29.01.2020;-4.08;-4.92;
city;Bangkok;30.01.2020;-0.07;-4.13;
city;Bangkok;31.01.2020;30.19;14.5;
city;Bangkok;01.02.2020;21.94;12.91;
city;Bangkok;02.02.2020;8.04;-9.39;
city;Bangkok;03.02.2020;-7.11;-12.92;
city;Bangkok;04.02.2020;-6.32;-15.55;
city;Bangkok;05.02.2020;-2.28;-14.84;
city;Bangkok;06.02.2020;3.88;-9.31;
city;Bangkok;07.02.2020;48;10.86;
city;Bangkok;08.02.2020;6.27;3.07;
city;Bangkok;09.02.2020;-1.29;-10;
city;Bangkok;10.02.2020;-1.9;-18.58;
city;Bangkok;11.02.2020;-8.32;-22.58;
city;Bangkok;12.02.2020;-7.28;-20.37;
city;Bangkok;13.02.2020;1.12;-12.43;
city;Bangkok;14.02.2020;41.78;15.8;
city;Bangkok;15.02.2020;17.8;5.01;
city;Bangkok;16.02.2020;2.63;-14.1;
city;Bangkok;17.02.2020;-10.98;-19.51;
city;Bangkok;18.02.2020;-12.03;-22.58;
city;Bangkok;19.02.2020;-10.12;-18.36;
city;Bangkok;20.02.2020;-4.48;-16.09;
city;Bangkok;21.02.2020;22.56;-0.16;
city;Bangkok;22.02.2020;15.55;-0.43;
city;Bangkok;23.02.2020;-2.76;-17.35;
city;Bangkok;24.02.2020;-13.01;-21.77;
city;Bangkok;25.02.2020;-11.64;-23.33;
